id,category_id,localization_code,name,slug
1517,72,tr,Rububiyet Tevhidi,oneness-of-allah's-lordship-en
1518,72,ur,توحیدِ ربوبیت,oneness-of-allah's-lordship-en
1519,72,zh,认主在养育万物方面的独一性,oneness-of-allah's-lordship-en
1520,72,hi,प्रभुता से संबंधित एकेश्वरवाद,oneness-of-allah's-lordship-en
1521,72,it,L'unicità della signoria [di Allah],oneness-of-allah's-lordship-en
1522,72,fa,توحيد ربوبيت,oneness-of-allah's-lordship-en
1523,72,am,አላህን በጌትነቱ መነጠል,oneness-of-allah's-lordship-en
1524,72,az,Rübubiyyə tövhidi,oneness-of-allah's-lordship-en
1525,72,bs,Tevhīdur-rubūbijje - potvrđivanje jedinosti u stvaranju,oneness-of-allah's-lordship-en
1526,72,cs,Jedinost Božího panství,oneness-of-allah's-lordship-en
1527,72,ha,Tauhidin Rububiyya,oneness-of-allah's-lordship-en
1528,72,ku,تاکبوونی خودا لە پەروەردگارێتیدا,oneness-of-allah's-lordship-en
1529,72,nl,Eenheid van Heerschappij,oneness-of-allah's-lordship-en
1530,72,ps,د ربوبيت توحيد,oneness-of-allah's-lordship-en
1531,72,ro,Unicitatea Suveranității lui Allah,oneness-of-allah's-lordship-en
1532,72,si,පරිපාලනයේ ඒකීයකරණය,oneness-of-allah's-lordship-en
1533,72,so,Towxiidak Rabinimda,oneness-of-allah's-lordship-en
1534,72,sq,Teuhidi rububije,oneness-of-allah's-lordship-en
1535,72,sv,Allahs enhet i herraväldet,oneness-of-allah's-lordship-en
1536,72,sw,Kumpwekesha Allah kwa vitendo vyake(Uumbaji),oneness-of-allah's-lordship-en
1537,72,tg,Тавҳиди рубубият,oneness-of-allah's-lordship-en
1538,72,th,เตาฮีดอัร-รุบูบียะฮฺ,oneness-of-allah's-lordship-en
1539,72,ug,ئاللاھنى پەرۋەردىگارلىقتا بىر دەپ ئىشىنىش,oneness-of-allah's-lordship-en
1540,72,uz,Рубубият тавҳиди,oneness-of-allah's-lordship-en
1541,72,vi,Giáo lý độc thần về hành động của Allah,oneness-of-allah's-lordship-en
1542,72,yo,Taohiid ti rubuubiyyah,oneness-of-allah's-lordship-en
1543,73,ar,توحيد الألوهية,oneness-of-allah's-worship-en
1544,73,en,Oneness of Allah's Worship,oneness-of-allah's-worship-en
1545,73,bn,তাওহীদুল উলুহিয়্যাহ,oneness-of-allah's-worship-en
1546,73,de,Al-Uluhiyah - das alleinige Recht Allahs angebetet zu werden,oneness-of-allah's-worship-en
1547,73,es,Unicidad de la soberanía con la que Al-lah impera en todas las cosas (al-rububia).,oneness-of-allah's-worship-en
1548,73,fr,L'unicité de la divinité,oneness-of-allah's-worship-en
1549,73,id,Tauhid Ulūhiyyah,oneness-of-allah's-worship-en
1550,73,ml,ആരാധ്യതയിലുള്ള ഏകത്വം,oneness-of-allah's-worship-en
1551,73,pt,TAUHID AL-ULUHIYYAH (UNICIDADE NA DIVINDADE),oneness-of-allah's-worship-en
1552,73,ru,Единобожие в поклонении Аллаху,oneness-of-allah's-worship-en
1553,73,ta,வணக்க வழிபாடுகளில் ஏகத்துவம்,oneness-of-allah's-worship-en
1554,73,tr,Uluhiyet Tevhidi,oneness-of-allah's-worship-en
1555,73,ur,توحیدِ اُلوہیت,oneness-of-allah's-worship-en
1556,73,zh,认主在接受崇拜方面的独一性,oneness-of-allah's-worship-en
1557,73,hi,उपासना (इबादत) से संबंधित एकेश्वरवाद,oneness-of-allah's-worship-en
1558,73,it,L'unicità della divinità [di Allah],oneness-of-allah's-worship-en
1559,73,fa,توحيد الوهيت,oneness-of-allah's-worship-en
1560,73,am,አላህን በተመላኪነቱ መነጠል,oneness-of-allah's-worship-en
1561,73,az,Üluhiyyə tövhidi,oneness-of-allah's-worship-en
1562,73,bs,Tevhīdul-ulūhijje - potvrđivanje Allahove jednoće u božanstvenosti,oneness-of-allah's-worship-en
1563,73,cs,Jedinost Božího božství,oneness-of-allah's-worship-en
1564,73,ha,Tauhidin Uluhiyya,oneness-of-allah's-worship-en
1565,73,ku,تاکبوونی خودا لە پەرستنیدا,oneness-of-allah's-worship-en
1566,73,nl,Eenheid in Aanbidding,oneness-of-allah's-worship-en
1567,73,ps,د الوهیت توحید,oneness-of-allah's-worship-en
1568,73,ro,Unicitatea Divinității lui Allah,oneness-of-allah's-worship-en
1569,73,si,දේවත්වයේ ඒකීයකරණය,oneness-of-allah's-worship-en
1570,73,so,Towxiidka Ilaahnimada,oneness-of-allah's-worship-en
1571,73,sq,Teuhidi uluhije,oneness-of-allah's-worship-en
1572,73,sv,Allahs enhet i gudomligheten,oneness-of-allah's-worship-en
1573,73,sw,Kumpwekesha Mwenyezi Mungu kwa Uungu wake.,oneness-of-allah's-worship-en
1574,73,tg,Тавҳиди улуҳият,oneness-of-allah's-worship-en
1575,73,th,เตาฮีด อัล-อุลูฮียะฮฺ,oneness-of-allah's-worship-en
1576,73,ug,ئاللاھنى ئىلاھلىقتا بىر دەپ ئىشىنىش,oneness-of-allah's-worship-en
1577,73,uz,Улуҳият тавҳиди,oneness-of-allah's-worship-en
1578,73,vi,Giáo lý độc thần về thờ phượng Allah,oneness-of-allah's-worship-en
1579,73,yo,Taohiid ti uluuhiyyah,oneness-of-allah's-worship-en
1580,74,ar,توحيد الأسماء والصفات,oneness-of-allah's-names-and-attributes-en
1581,74,en,Oneness of Allah's Names and Attributes,oneness-of-allah's-names-and-attributes-en
1582,74,bn,তাওহীদুল আসমা ও সিফাত,oneness-of-allah's-names-and-attributes-en
1583,74,de,Al-Asma wa al-Sifat - die Namen und Eigenschaften Allahs,oneness-of-allah's-names-and-attributes-en
1584,74,es,La Unicidad de los Nombres y Atributos de Al-lah.,oneness-of-allah's-names-and-attributes-en
1585,74,fr,L'unicité des noms et des attributs,oneness-of-allah's-names-and-attributes-en
1586,74,id,Tauhid Al-Asmā` wa Aṣ-Ṣifāt,oneness-of-allah's-names-and-attributes-en
1587,74,ml,അല്ലാഹുവിൻ്റെ നാമഗുണ വിശേഷണങ്ങളിലുള്ള ഏകത്വം,oneness-of-allah's-names-and-attributes-en
1588,74,pt,TAUHID ASSMÁ WA SIFAAT (UNICIDADE NOS NOMES ATRIBUTOS),oneness-of-allah's-names-and-attributes-en
1589,74,ru,Единобожие в именах и атрибутах Аллаха,oneness-of-allah's-names-and-attributes-en
1590,74,ta,இறைதிருநாமங்கள் மற்றும் பண்புகளில் ஏகத்துவம்,oneness-of-allah's-names-and-attributes-en
1591,74,tr,İsim ve Sıfat Tevhidi,oneness-of-allah's-names-and-attributes-en
1592,74,ur,توحيدِ اسماء وصفات,oneness-of-allah's-names-and-attributes-en
1593,74,zh,认主在尊名和属性方面的独一性,oneness-of-allah's-names-and-attributes-en
1594,74,hi,अल्लाह के नामों और गुणों से संबंधित एकेश्वरवाद,oneness-of-allah's-names-and-attributes-en
1595,74,it,L'unicità dei nomi e degli attributi [di Allah],oneness-of-allah's-names-and-attributes-en
1596,74,fa,توحيد اسماء و صفات,oneness-of-allah's-names-and-attributes-en
1597,74,am,አላህን በስሞቹና በባህሪያቱ መነጠል,oneness-of-allah's-names-and-attributes-en
1598,74,az,Ad və sifətlər tövhidi,oneness-of-allah's-names-and-attributes-en
1599,74,bs,Tevhidul-esmai ves-sifat - potvrđivanje Allahove jednoće u Njegovim savršenim imenima i svojstvima,oneness-of-allah's-names-and-attributes-en
1600,74,cs,Jedinost Bozích jmen a vlastností,oneness-of-allah's-names-and-attributes-en
1601,74,ha,Tauhidin Sunaye da Siffofi,oneness-of-allah's-names-and-attributes-en
1602,74,ku,تاکبوونی خودا لە ناو و سیفاتەكانیدا,oneness-of-allah's-names-and-attributes-en
1603,74,nl,Eenheid van Namen en Eigenschappen,oneness-of-allah's-names-and-attributes-en
1604,74,ps,د أسماء او صفاتو توحید,oneness-of-allah's-names-and-attributes-en
1605,74,ro,Unicitatea Numelor și Atributelor lui Allah,oneness-of-allah's-names-and-attributes-en
1606,74,si,නාම හා ගුණාංග ඒකීයකරණය,oneness-of-allah's-names-and-attributes-en
1607,74,so,Towxiidka Magacyada iyo Sifooyinka,oneness-of-allah's-names-and-attributes-en
1608,74,sq,Teuhidi i emrave dhe cilësive të Allahut,oneness-of-allah's-names-and-attributes-en
1609,74,sv,Allahs enhet i sina namn och egenskaper,oneness-of-allah's-names-and-attributes-en
1610,74,sw,Kumpwekesha Mwenyezi Mungu katika majina yake na sifa zake.,oneness-of-allah's-names-and-attributes-en
1611,74,tg,Тавҳиди исмҳо ва сифатҳо,oneness-of-allah's-names-and-attributes-en
1612,74,th,เตาฮีด อัล-อัสมาอฺวัสศิฟาต,oneness-of-allah's-names-and-attributes-en
1613,74,ug,ئاللاھنىڭ ئىسىم-سۈپەتلىرىگە ئىشىنىش,oneness-of-allah's-names-and-attributes-en
1614,74,uz,Исм ва сифат тавҳиди,oneness-of-allah's-names-and-attributes-en
1615,74,vi,Giáo lý độc thần về các tên gọi và thuộc tính của Allah,oneness-of-allah's-names-and-attributes-en
1616,74,yo,Taohiid ti àwọn orúkọ ati awọn iroyin,oneness-of-allah's-names-and-attributes-en
1617,75,ar,الملائكة,the-angels-en
1618,75,en,The Angels,the-angels-en
1619,75,bn,মালায়েকা,the-angels-en
1620,75,de,Die Engel,the-angels-en
1621,75,es,Los ángeles.,the-angels-en
1622,75,fr,Les Anges,the-angels-en
1623,75,id,Malaikat,the-angels-en
1624,75,ml,മലക്കുകൾ,the-angels-en
1625,75,pt,Os anjos,the-angels-en
1626,75,ru,Ангелы,the-angels-en
1627,75,ta,வானவர்கள்,the-angels-en
1628,75,tr,Melekler,the-angels-en
1629,75,ur,فرشتے,the-angels-en
1630,75,zh,天仙,the-angels-en
1631,75,hi,फरिश्ते,the-angels-en
1632,75,it,Gli angeli,the-angels-en
1633,75,fa,ملائكه,the-angels-en
1634,75,am,መላእክት,the-angels-en
1635,75,az,Mələklər,the-angels-en
1636,75,bs,Meleki,the-angels-en
1637,75,cs,Andělé,the-angels-en
1638,75,ha,Mala’iku,the-angels-en
1639,75,ku,فریشتەکان,the-angels-en
1640,75,nl,De Engelen,the-angels-en
1641,75,ps,پرښتې,the-angels-en
1642,75,ro,Îngerii,the-angels-en
1643,75,si,සුර දූතයින්,the-angels-en
1644,75,so,Malaa`igta,the-angels-en
1645,75,sq,Melekët,the-angels-en
1646,75,sv,Änglar,the-angels-en
1647,75,sw,Malaika.,the-angels-en
1648,75,tg,Фриштагон,the-angels-en
1649,75,th,มะลาอิกะฮ์,the-angels-en
1650,75,ug,پەرىشتىلەر,the-angels-en
1651,75,uz,Фаришталар,the-angels-en
1652,75,vi,Thiên Thần,the-angels-en
1653,75,yo,Àwọn Malaika,the-angels-en
1654,76,ar,الجن,the-jinn-en
1655,76,en,The Jinn,the-jinn-en
1656,76,bn,জিন,the-jinn-en
1657,76,de,Die Jinn,the-jinn-en
1658,76,es,Yin.,the-jinn-en
1659,76,fr,Les Djinns,the-jinn-en
1660,76,id,Jin,the-jinn-en
1661,76,ml,ജിന്ന്,the-jinn-en
1662,76,pt,Os génios,the-jinn-en
1663,76,ru,Джинны,the-jinn-en
1664,76,ta,ஜின்,the-jinn-en
1665,76,tr,Cinler,the-jinn-en
1666,76,ur,جنات,the-jinn-en
1667,76,zh,精灵,the-jinn-en
1668,76,hi,जिन्न,the-jinn-en
1669,76,it,I jinn,the-jinn-en
1670,76,fa,جن,the-jinn-en
1671,76,am,ጋኔን,the-jinn-en
1672,76,az,Cin,the-jinn-en
1673,76,bs,Džini,the-jinn-en
1674,76,cs,Džinnové,the-jinn-en
1675,76,ha,Aljanu,the-jinn-en
1676,76,ku,جنۆکە,the-jinn-en
1677,76,nl,De Jinn (Geest),the-jinn-en
1678,76,ps,پیریان,the-jinn-en
1679,76,ro,Djinni,the-jinn-en
1680,76,si,ජින්නුන්,the-jinn-en
1681,76,so,Jiniga,the-jinn-en
1682,76,sq,Xhinët,the-jinn-en
1683,76,sv,Jinn,the-jinn-en
1684,76,sw,Majini.,the-jinn-en
1685,76,tg,Ҷин,the-jinn-en
1686,76,th,ญิน,the-jinn-en
1687,76,ug,جىنلار,the-jinn-en
1688,76,uz,Жинлар,the-jinn-en
1689,76,vi,Loài Jinn,the-jinn-en
1690,76,yo,Àwọn alujannu,the-jinn-en
1691,77,ar,الكتب السابقة,pre-islamic-scriptures-en
1692,77,en,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1693,77,bn,পূর্বের কিতাবসমূহ,pre-islamic-scriptures-en
1694,77,de,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1695,77,es,Los libros antiguos.,pre-islamic-scriptures-en
1696,77,fr,Les Livres précédents,pre-islamic-scriptures-en
1697,77,id,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1698,77,ru,Предыдущие Писания,pre-islamic-scriptures-en
1699,77,tr,Geçmiş İlahi Kitaplar,pre-islamic-scriptures-en
1700,77,ur,سابقہ آسمانی کتابیں,pre-islamic-scriptures-en
1701,77,zh,以前的经典,pre-islamic-scriptures-en
1702,77,it,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1703,77,fa,كتاب هاى پيشين,pre-islamic-scriptures-en
1704,77,am,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1705,77,az,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1706,77,bs,Prijašnje objavljene knjige,pre-islamic-scriptures-en
1707,77,cs,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1708,77,nl,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1709,77,ro,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1710,77,so,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1711,77,sv,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1712,77,tg,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1713,77,uz,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1714,77,yo,Pre-Islamic Scriptures,pre-islamic-scriptures-en
1715,78,ar,القرآن,the-qur'an-en
1716,78,en,The Qur'an,the-qur'an-en
1717,78,bn,আল-কুরআন,the-qur'an-en
1718,78,de,The Qur'an,the-qur'an-en
1719,78,es,El Corán.,the-qur'an-en
1720,78,fr,Le Coran,the-qur'an-en
1721,78,id,Al-Qur`ān,the-qur'an-en
1722,78,ru,Коран,the-qur'an-en
1723,78,tr,Kur'an,the-qur'an-en
1724,78,ur,قرآن,the-qur'an-en
1725,78,zh,《古兰经》,the-qur'an-en
1726,78,hi,क़ुरआन,the-qur'an-en
1727,78,fa,قرآن,the-qur'an-en
1728,78,bs,Kur'an,the-qur'an-en
1729,78,ha,Al-qur’ani,the-qur'an-en
1730,78,ug,قۇرئان كىرىم,the-qur'an-en
1731,79,ar,النبوة,prophethood-en
1732,79,en,Prophethood,prophethood-en
1733,79,bn,নবুওয়ত,prophethood-en
1734,79,de,Das Prophetentum,prophethood-en
1735,79,es,La Profecía.,prophethood-en
1736,79,fr,La prophétie,prophethood-en
1737,79,id,Kenabian,prophethood-en
1738,79,ml,പ്രവാചകത്വം,prophethood-en
1739,79,pt,A Profecia,prophethood-en
1740,79,ru,Пророчество,prophethood-en
1741,79,ta,இறைத்தூது,prophethood-en
1742,79,tr,Peygamberlik,prophethood-en
1743,79,ur,نبوت,prophethood-en
1744,79,zh,为圣,prophethood-en
1745,79,hi,नबूवत,prophethood-en
1746,79,it,La profezia,prophethood-en
1747,79,fa,نبوت,prophethood-en
1748,79,am,ነቢይነት,prophethood-en
1749,79,az,Peyğəmbərlik,prophethood-en
1750,79,bs,Vjerovjesništvo,prophethood-en
1751,79,cs,Proroctví,prophethood-en
1752,79,ha,Annabtaka,prophethood-en
1753,79,ku,پێغەمبەرایەتی,prophethood-en
1754,79,nl,De profetie,prophethood-en
1755,79,ps,پیغمبري (نبوت),prophethood-en
1756,79,ro,Profeția,prophethood-en
1757,79,si,දේව දූත මෙහෙවර,prophethood-en
1758,79,so,Nabinimada,prophethood-en
1759,79,sq,Pejgamberllëku,prophethood-en
1760,79,sv,Profetskap,prophethood-en
1761,79,sw,Utume.,prophethood-en
1762,79,tg,Нубувват,prophethood-en
1763,79,th,อัล-นุบูวะฮ์ (การเป็นนบี),prophethood-en
1764,79,ug,پەيغەمبەرلىك,prophethood-en
1765,79,uz,Пайғамбарлик,prophethood-en
1766,79,vi,Sứ mạng Nabi,prophethood-en
1767,79,yo,Ijẹ Anọbi,prophethood-en
1768,80,ar,الأنبياء والرسل السابقين عليهم السلام,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1769,80,en,"Pre-Islamic Prophets and Messengers, peace be upon them","pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1770,80,bn,পূর্বের নবী ও রাসূলগণ আলাইহিমুস সালাম,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1771,80,de,Frühere Gesandte und Propheten,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1772,80,es,"Los Profetas y Mensajeros anteriores, que la paz de Al-lah sean con ellos.","pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1773,80,fr,Les Prophètes et les Messagers antérieurs (paix et salut sur eux),"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1774,80,id,Para Nabi dan Rasul Terdahulu -'alaihim as-salām-,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1775,80,ml,മുൻകഴിഞ്ഞ നബിമാരും റസൂലുകളും,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1776,80,pt,"Os Profetas e Mensageiros anteriores, que a paz esteja com eles.","pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1777,80,ru,"Предыдущие пророки и посланники, мир им","pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1778,80,ta,முன்சென்ற இறைத்தூதர்கள்,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1779,80,tr,Geçmiş Peygamberler ve Rasûller -aleyhimusselam-,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1780,80,ur,سابقہ انبیاء اور رسول علیہم السلام,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1781,80,zh,以前的先知和使者-愿主福安之-,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1782,80,hi,पिछले नबी और रसूल अलैहिमुस्सलाम,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1783,80,fa,انبياء و رسل پيشين عليهم السلام,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1784,80,am,ቀዳሚ መልክተኞችና ነቢያቶች የአላህ ሰላም ይስፈንባቸው።,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1785,80,az,Keçmiş peyğəmbərlər və elçilər (Aleyhimussələm),"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1786,80,bs,Prijašnji poslanici i vjerovjesnici,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1787,80,cs,Předchozí proroci a posli(mír s nimi),"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1788,80,ha,Annabwa da Manzanni da suka gabata -Amincin Allah a gare su,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1789,80,ku,پێغەمبەرانی پێشوو -علیهم السلام-,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1790,80,nl,De profeten en boodschappers vrede zij met hen allen,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1791,80,ps,مخکني أنبیاء او رسولان علیهم السلام,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1792,80,ro,"Profeții și mesagerii anteriori islamului, pacea lui Allah fie asupra lor","pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1793,80,si,පෙර සිටි වක්තෘවරු හා දහම් දූතවරු (ඔවුනට අල්ලාහ්ගේ ශාන්තිය අත් වේවා),"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1794,80,so,Ambiyadii iyo Rusushii hore nabadgelyo Allaha siiyee.,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1795,80,sq,Pejgamberët dhe të dërguarit e mëparshëm,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1796,80,sv,De tidigare profeterna och sändebuden (frid vare över dem),"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1797,80,sw,Manabii na Mitume waliotangulia - juu yao amani.,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1798,80,tg,Паёмбарон ва расулони пешин алайҳимус-салом,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1799,80,th,บรรดานบีและเราะสูลก่อนหน้า (อะลัยฮิมุสศลาม),"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1800,80,ug,ئىلگىرى ئۆتكەن ئەلچىلەر ۋە پەيغەمبەرلەر,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1801,80,uz,Ўтган анбиё ва пайғамбарлар алаҳимуссалом,"pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1802,80,vi,"Các vị Nabi, các vị Thiên Sứ của những thời đại trước - cầu xin Allah ban phúc lành cho Họ","pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1803,80,yo,"Àwọn Anọbi ati awọn ojiṣẹ ti wọn ṣíwájú, ki àlàáfíà maa ba wọn","pre-islamic-prophets-and-messengers,-peace-be-upon-them-en"
1804,81,ar,نبينا محمد صلى الله عليه وسلم,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1805,81,en,"Our Prophet Muhammad, may Allah's peace and blessings be upon him","our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1806,81,bn,আমাদের নবী মুহাম্মাদ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1807,81,de,Unser Prophet Muhammad,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1808,81,es,"Nuestro Profeta Muhammad, que Al-lah le bendiga y le dé paz.","our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1809,81,fr,Notre Prophète Muhammad (paix et salut sur lui),"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1810,81,id,Nabi Muhammad -ṣallallāhu 'alaihi wa sallam-,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1811,81,ml,നമ്മുടെ നബി മുഹമ്മദ് -ﷺ-,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1812,81,pt,E o nosso profeta -Que a paz e bençãos de Allah estejam sobre ele,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1813,81,ru,Наш Пророк Мухаммад ﷺ,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1814,81,ta,நம் தூதர் முஹம்மத் (ஸல்),"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1815,81,tr,Peygamberimiz Muhammed -sallallahu aleyhi ve sellem-,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1816,81,ur,ہمارے نبی محمدﷺ,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1817,81,zh,我们的先知穆罕默德-愿主福安之-,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1818,81,hi,हमारे नबी मुहम्मद सल्लल्लाहु अलैहि व सल्लम,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1819,81,it,Il nostro Profeta Muhammad ﷺ,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1820,81,fa,پيامبرمان محمد صلى الله عليه و سلم,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1821,81,am,ነቢያችን ሙሐመድ (ሶለላሁ ዐለይሂ ወሰለም) የአላህ ሶላትና ሰላም በእርሳቸው ላይ ይስፈንና,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1822,81,az,Peyğəmbərimiz Muhamməd (sallallahu aleyhi və səlləm),"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1823,81,bs,"Vjerovjesnik Muhammed, sallallahu alejhi ve sellem","our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1824,81,cs,Náš Prorok Muhammad (ať mu Bůh žehná a dá mír),"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1825,81,ha,Annabinmu Muhammad SAW,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1826,81,ku,پێغەمبەرمان موحەمەد ﷺ,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1827,81,nl,Onze profeet Mohammed (vrede zij met hem),"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1828,81,ps,زمونږ نبي؛ محمد صلی الله عليه وسلم.,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1829,81,ro,"Profetul nostru Muhammad, pacea și binecuvântarea lui Allah fie asupra sa","our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1830,81,si,අපගේ වක්තෘ මුහම්මද් (එතුමා කෙරෙහි අල්ලාහ්ගේ ශාන්තිය හා සමාදානය උදාවේවා!),"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1831,81,so,Nabigenii Maxamed nabadgelyo iyo naxariis Allaha siiyee.,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1832,81,sq,"Profeti ynë, Muhamedi ﷺ","our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1833,81,sv,Vår profet Muhammed ﷺ,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1834,81,sw,Mtume wangu Muhammad - Rehma na amani za Allah ziwe juu yake-,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1835,81,tg,Паёмбарамон Муҳаммад (Салому дуруди Аллоҳ бар ӯ бод),"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1836,81,th,นบีมุหัมมัด ศ็อลลัลลอฮุอะลัยฮิวะสัลลัม,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1837,81,ug,پەيغەمبىرىمىز مۇھەممەد ئەلەيھىسسالام,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1838,81,uz,Пайғамбаримиз Муҳаммад соллаллоҳу алайҳи ва саллам,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1839,81,vi,"Nabi của chúng ta, Muhammad - cầu xin Allah ban bình an và phúc lành cho Người -","our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1840,81,yo,Anọbi wa Muhammad- ki ikẹ Ọlọhun ati ọla Rẹ maa ba a-,"our-prophet-muhammad,-may-allah's-peace-and-blessings-be-upon-him-en"
1841,82,ar,كرامات الأولياء,miracles-of-the-pious-allies-of-allah-en
1842,82,en,Miracles of the Pious Allies of Allah,miracles-of-the-pious-allies-of-allah-en
1843,82,bn,অলীদের কারামাত,miracles-of-the-pious-allies-of-allah-en
1844,82,de,Miracles of the Pious Allies of Allah,miracles-of-the-pious-allies-of-allah-en
1845,82,es,Dones especiales de los virtuosos (karamat al-awliya).,miracles-of-the-pious-allies-of-allah-en
1846,82,fr,Les prodiges des saints,miracles-of-the-pious-allies-of-allah-en
1847,82,id,Karamah Para Wali,miracles-of-the-pious-allies-of-allah-en
1848,82,pt,Carisma dos amigos de ALLAH,miracles-of-the-pious-allies-of-allah-en
1849,82,ru,Чудеса близких к Аллаху людей,miracles-of-the-pious-allies-of-allah-en
