hadith_id,book_id,chapter_id,book_name_en,chapter_name_en,hadith_number,en_translation,arabic_text
5887,1,1,Sahih al-Bukhari,Revelation,5887,,"عن عبد الله بن عباس رضي الله عنهما عن رسول الله صلى الله عليه وسلم : «أَلْحِقُوا الفَرَائِضَ بأهلها، فما بَقِيَ فهو لأَوْلَى رجل ذَكَرٍ». 
وفي رواية: «اقْسِمُوا المالَ بين أهل الفَرَائِضِ على كتاب الله، فما تَرَكَتْ؛ فلأَوْلَى رجل ذَكَرٍ»."
5905,1,1,Sahih al-Bukhari,Revelation,5905,,"عن أبي هريرة رضي الله عنه مرفوعًا: «بينما رجل يمشي في حُلَّةٍ تُعْجِبُهُ نَفْسُهُ، مُرَجِّلٌ رأسه، يَخْتَالُ في مَشْيَتهِ، إذ خَسَفَ اللهُ به، فهو يَتَجَلْجَلُ في الأرض إلى يوم القيامة""."
5906,1,1,Sahih al-Bukhari,Revelation,5906,,"عن أبي سعيد الخدري رضي الله عنه قال: بينما نحن في سفرٍ مع النبيِّ صلى الله عليه وسلم إذ جاء رجلٌ على رَاحِلةٍ له، فجعلَ يَصرِفُ بصرَه يمينًا وشمالًا، فقال رسولُ اللهِ صلى الله عليه وسلم : ""من كان معه فَضْلُ ظَهرٍ فَليَعُدْ به على من لا ظَهرَ له، ومن كان له فضلٌ من زادٍ، فَليَعُدْ به على من لا زادَ له""، فذكرَ من أصنافِ المالِ ما ذكر حتى رأينا أنه لا حقَّ لأحدٍ منَّا في فضلٍ."
5908,1,1,Sahih al-Bukhari,Revelation,5908,,"عن أبي هريرة رضي الله عنه مرفوعًا: «تُعْرَضُ الأعمالُ يومَ الاثنين والخميس، فَأُحِبُّ أَنْ يُعْرَضَ عَملي وأنا صائم».
وفي رواية: «تُفْتَحُ أبوابُ الجَنَّةِ يومَ الاثنين والخميس، فَيُغْفَرُ لكلِّ عبد لا يُشْرِكُ بالله شيئا، إِلا رجلا كان بينه وبين أخيه شَحْنَاءُ، فَيُقَالُ: أَنظِروا هذيْن حتى يَصْطَلِحَا، أنظروا هذين حتى يصطلحا».
وفي رواية: «تُعْرَضُ الأَعْمَالُ في كلِّ اثْنَيْنِ وَخَميسٍ، فَيَغْفِرُ اللهُ لِكُلِّ امْرِئٍ لا يُشْرِكُ بالله شيئاً، إِلاَّ امْرَءاً كانت بينه وبين أخِيهِ شَحْنَاءُ، فيقول: اتْرُكُوا هذَيْنِ حتى يَصْطَلِحَا»."
5911,1,1,Sahih al-Bukhari,Revelation,5911,,"عن أبي هريرة رضي الله عنه قال: جاء رجلٌ إلى النبيِّ صلى الله عليه وسلم فقال: إني مجهودٌ، فأرسل إلى بعضِ نسائِه، فقالت: والذي بعثك بالحقِّ ما عندي إلا ماءٌ، ثم أرسل إلى أخرى، فقالت مثلَ ذلك، حتى قُلْنَ كلهن مثلَ ذلك: لا والذي بعثك بالحقِّ ما عندي إلا ماءٌ. فقال النبيُّ صلى الله عليه وسلم : ""من يُضيفُ هذا الليلةَ؟""، فقال رجلٌ من الأنصار: أنا يا رسولَ اللهِ، فانطلقَ به إلى رحلِه، فقال لامرأته: أكرِمِي ضيف رسول الله صلى الله عليه وسلم .
وفي رواية قال لامرأته: هل عندك شيءٌ؟، فقالت: لا، إلا قوتَ صِبيَاني، قال: فعَلِّليهم بشيءٍ، وإذا أرادوا العشاءَ فنوّمِيهم، وإذا دخلَ ضيفُنا فأطفِئي السِّراجَ، وأرِيهِ أنَّا نَأكلُ، فقعدوا وأكلَ الضيفُ، وباتا طاويين، فلمَّا أصبحَ غدا على النبيِّ صلى الله عليه وسلم فقال: ""لقد عَجِبَ اللهُ من صَنِيعِكما بضَيفِكما الليلةَ""."
5912,1,1,Sahih al-Bukhari,Revelation,5912,,عن ابن عباس رضي الله عنهما : أن عليَّ بنَ أبي طالبٍ رضي الله عنه خَرَجَ من عندِ رسولِ اللهِ صلى الله عليه وسلم في وَجَعِهِ الذي تُوُفِّيَ فيه، فقالَ الناسُ: يا أبَا الحَسَنِ، كيفَ أَصْبَحَ رسولُ اللهِ صلى الله عليه وسلم ؟ قالَ: أَصْبَحَ بِحَمدِ اللهِ بَارِئًا.
5914,1,1,Sahih al-Bukhari,Revelation,5914,,"عن أنس بن مالك رضي الله عنه قال: كان رسول الله صلى الله عليه وسلم يقول: «اللهم إني أعوذ بك من العَجْزِ، والكَسَلِ، وَالجُبْنِ، والهَرَمِ، والبخل، وأعوذ بك من عذاب القبر، وأعوذ بك من فتنة المحيا والممات». 
وفي رواية: «وَضَلَعِ الدَّيْنِ، وَغَلَبَةِ الرِّجَالِ»."
5916,1,1,Sahih al-Bukhari,Revelation,5916,,"عن عائشة رضي الله عنها : أن رسول الله صلى الله عليه وسلم دخل عليَّ مسرورًا تبرُقُ أسارِيرُ وجهه. فقال: ألم تَرَيْ أن مُجَزِّزًا نظر آنفًا إلى زيد بن حارثة وأسامة بن زيد، فقال: إن بعض هذه الأقدام لمن بعض».
 وفي لفظ: «كان مجزِّزٌ قائفًا»."
5917,1,1,Sahih al-Bukhari,Revelation,5917,,عن جابر بن عبد الله رضي الله عنهما مرفوعاً: نهى النبي صلى الله عليه وسلم عن المُخَابَرَةِ والمُحَاقَلَةِ، وعن المُزَابنة، وعن بيع الثَّمَرَة حتى يَبدُو صَلاحُها، وأن لا تبُاع إلا بالدينار والدرهم، إلا العَرَايَا.
5918,1,1,Sahih al-Bukhari,Revelation,5918,,عن أبي هريرة رضي الله عنه عن النبي صلى الله عليه وسلم : «لا تَلَقَّوُا الرُّكبان، ولا يبع بعضكم على بيع بعض، ولا تَنَاجَشُوا ولا يبع حَاضِرٌ لِبَادٍ، ولا تُصَرُّوا الإبلَ والغنم، ومن ابتاعها فهو بخير النَّظَرَين بعد أن يحلبها: إن رَضِيَهَا أمسكها، وإن سَخِطَها رَدَّهَا وَصَاعا ًمن تمر».
5919,1,1,Sahih al-Bukhari,Revelation,5919,,عن أبي هريرة رضي الله عنه : «نهى رسول الله صلى الله عليه وسلم أن يبيع حاضرٌ لباد، ولا تناجشوا. ولا يبَعِ ِالرجل على بيع أخيه، ولا يخطب على خطبته ، ولا تسأل المرأة طلاق أختها لتِكْفَأَ ما في صَحفَتِهَا».
5920,1,1,Sahih al-Bukhari,Revelation,5920,,عن أبي المنهال قال: «سألت البراء بن عازب، وزيد بن أرقم، عن الصَّرْفِ؟ فكل واحد يقول: هذا خير مني. وكلاهما يقول: نهى رسول الله صلى الله عليه وسلم عن بيع الذهب بالوَرِقِ دَيْنَاً».
5921,1,1,Sahih al-Bukhari,Revelation,5921,,عن أبي بكرة رضي الله عنه قال: «نهى رسول الله صلى الله عليه وسلم عن الفضة بالفضة، والذهب بالذهب، إلا سَوَاءً بسوَاءٍ، وأمرنا أن نشتري الفضة بالذهب، كيف شئنا. ونشتري الذهب بالفضة كيف شئنا، قال: فسأله رجل فقال: يدا بيد؟ فقال: هكذا سمعت».
5922,1,1,Sahih al-Bukhari,Revelation,5922,,عن علي بن أبي طالب رضي الله عنه «أن النبي صلى الله عليه وسلم نهى عن نكاح المتعة يوم خيبر، وعن لحوم الحُمُرِ الأهلية».
5926,1,1,Sahih al-Bukhari,Revelation,5926,,"عن أبي هريرة رضي الله عنه أنه سمع النبي صلى الله عليه وسلم ، يقول: ""إنّ ثلاثة من بني إسرائيل: أبرص وأقرع وأعمى، فأراد الله أن يَبْتَلِيَهم، فبعث إليهم ملَكًا، فأتى الأبرص؛ فقال: أيُّ شيء أحب إليك؟ 
قال: لون حسن، وجلد حسن، ويذهب عني الذي قد قَذِرَني النَّاس به. 
قال: فمسحه فذهب عنه قَذَرُه، فأُعْطِيَ لوناً حسناً وجلداً حسناً. 
قال: فأي المال أحب إليك؟ 
قال: الإبل أو البقر -شك إسحاق-. فأُعْطي ناقة عُشَرَاءَ، وقال: بارك الله لك فيها. 
قال: فأتى الأقرع؛ فقال: أي شيء أحب إليك؟ 
قال شعر حسن، ويذهب عني الذي قد قَذِرَني الناس به. فمسحه فذهب عنه، وأُعْطِيَ شعراً حسناً.
فقال: أي المال أحب إليك؟ 
قال: البقر أو الإبل. فأُعْطِيَ بقرة حاملاً، قال: بارك الله لك فيها. 
فأتى الأعمى؛ فقال: أي شيء أحب إليك؟ قال: أن يَرُدَّ الله إليَّ بصري فأبصر به الناس. فمسحه فردَّ الله إليه بصره. 
قال: فأي المال أحب إليك؟ 
قال: الغنَم، فأُعْطِي شاة والدًا.
فأُنْتِجَ هذان، ووَلَّد هذا، فكان لهذا وادٍ مِن الإبل، ولهذا وادٍ مِن البقر، ولهذا وادٍ من الغنم. 
قال: ثم إنه أتى الأبرص في صورته وهيئته، فقال: رجل مسكين قد انقطعت بي الحِبال في سفري، فلا بلوغ لي اليوم إلا بالله ثم بك، أسألك بالذي أعطاك اللون الحسن والجلد الحسن والمال بعيرا أَتَبَلَّغُ به في سفري. 
فقال: الحقوق كثيرة. 
فقال: كأني أعرفك، ألم تكن أبرص يَقْذَرُك الناس، فقيرًا فأعطاك الله المال؟ 
فقال: إنما ورثت هذا المال كابرًا عن كابرٍ. 
فقال: إن كنت كاذباً فصيَّرك الله إلى ما كنت. 
وأتى الأقرعَ في صورته فقال له مثل ما قال لهذا، وردَّ عليه مثل ما ردَّ عليه هذا. 
فقال: إن كنت كاذباً فصيّرك الله إلى ما كنت.
 قال: وأتى الأعمى في صورته، فقال: رجل مسكين وابن سبيل قد انقطعت بي الحِبال في سفري، فلا بلاغ لي اليوم إلا بالله ثم بك، أسألك بالذي ردَّ عليك بصرك شاة أَتَبَلَّغُ بها في سفري. 
فقال: قد كنت أعمى فردَّ الله إليَّ بصري، فخُذْ ما شِئْت ودَعْ ما شِئْت، فوالله لا أَجْهَدُك اليوم بشيء أخذته لله. 
فقال: أَمْسِكْ مالك؛ فإنما ابتُلِيتُم؛ فقد رضِيَ الله عنك، وسَخِط على صاحبيك""."
5930,1,1,Sahih al-Bukhari,Revelation,5930,,"عن أبي هريرة رضي الله عنه عن النبي صلى الله عليه وسلم قال: «إن أَخْنَعَ اسم عند الله رجل تسمى ملك الأملاك، لا مالك إلا الله».
 وفي رواية: «أَغْيَظُ رجل على الله يوم القيامة، وأخبثه وأَغْيَظُه عليه، رجل كان يسمى ملك الأملاك، لا مَلِكَ إلا الله».
قال سفيان: «مثل شَاهَانْ شَاهْ»، وقال أحمد بن حنبل: سألت أبا عمرو عن أَخْنَع؟ فقال: «أَوْضَع»."
5933,1,1,Sahih al-Bukhari,Revelation,5933,,"عن بُرَيْدَة بن الحُصَيب الأَسْلَمِيّ رضي الله عنه قال: كان رسول الله صلى الله عليه وسلم إذا أمَّر أميرًا على جَيْش أو سَرِيَّة أَوْصَاه بتَقْوَى الله، ومَن معه مِن المسلمين خيرًا، فقال: ""اغْزُوا بسم الله في سبيل الله، قاتِلُوا مَن كَفَر بالله، اغْزُوا ولا تَغُلُّوا ولا تَغْدِروا ولا تُـمَثِّلُوا ولا تَقْتُلُوا وَلِيدًا، وإذا لَقِيتَ عَدُوَّك مِن المشركين فادْعُهم إلى ثلاث خِصال -أو خِلال-، فأيَّتُهُنَّ ما أجابوك فاقْبَلْ منهم وكُفَّ عنهم، ثم ادْعُهم إلى الإسلام فإن أجابوك فاقْبَلْ منهم. 
ثم ادْعُهم إلى التَّحَوُّل مِن دارهم إلى دار المهاجرين، وأَخْبِرْهم أنهم إن فَعَلُوا ذلك فلهم ما للمهاجرين وعليهم ما على المهاجرين، فإن أَبَوْا أن يَتَحَوَّلُوا منها فأَخْبِرْهم أنهم يكونون كأَعْرَاب المسلمين يَجْرِي عليهم حُكْمُ الله تعالى، ولا يكون لهم في الغَنِيمَة والفَيْء شيءٌ إلا أن يُجَاهِدُوا مع المسلمين، فإن هم أَبَوْا فاسْأَلْهم الجِزْيَةَ، فإن هم أجابوك فاقْبَلْ منهم وكُفَّ عنهم، فإن هم أَبَوْا فاستَعِن بالله وقَاتِلْهم. 
وإذا حاصَرْتَ أَهْلَ حِصْنٍ فأرادُوك أن تَجْعَلَ لهم ذِمَّةَ الله وذِمَّةَ نَبِيِّه، فلا تَجْعَلْ لهم ذِمَّةَ الله وذِمَّةَ نَبِيِّه، ولكن اجْعَلْ لهم ذِمَّتَك وذِمَّةَ أصحابك؛ فإنكم أن تُخْفِرُوا ذِمَمَكم وذِمَّةَ أصحابكم أَهْوَنُ مِن أن تُخْفِرُوا ذِمَّةَ الله وذِمَّةَ نَبِيِّه، وإذا حاصَرْتَ أَهْلَ حِصْنٍ فأرادُوك أن تُنْزِلَهم على حُكْم الله فلا تُنْزِلْهم، ولكن أَنْزِلْهم على حُكْمِك، فإنك لا تَدْرِي أَتُصِيبُ فيهم حُكْمَ الله أم لا""."
5937,1,1,Sahih al-Bukhari,Revelation,5937,,عن عبد الله بن سَرْجِس رضي الله عنه قال: كان رسول الله صلى الله عليه وسلم إذا سافر يَتَعَوَّذ مِن وَعْثاء السَّفَر، وكآبة الـمُنْقَلَب، والحَوْر بعد الكَوْن، ودعوة المظلوم، وسُوء الـمَنْظَر في الأهل والمال.
5940,1,1,Sahih al-Bukhari,Revelation,5940,,"عن عبد الله بن عمر رضي الله عنهما أنه سمع رسول الله صلى الله عليه وسلم يقول: إذا رَفَعَ رَأْسَه مِن الرُّكوع في الركعة الأخيرة مِن الفَجْر: «اللهمَّ الْعَنْ فُلانًا وفُلانًا». بعدَما يقول: «سَمِعَ الله لمن حَمِدَه رَبَّنا ولك الحَمْدُ». فأنزل الله: (لَيْسَ لَكَ مِنَ الأَمْرِ شَيْءٌ ...) الآية.
وفي رواية: يَدْعُو على صَفْوَانَ بنِ أُمَيَّةَ، وسُهيْلِ بن عَمْرٍو، والحارث بن هشام، فنَزَلَتْ: (لَيْسَ لَكَ مِنَ الأَمْرِ شَيْءٌ)."
5941,1,1,Sahih al-Bukhari,Revelation,5941,,عن صَخْر بن وَدَاعَة الغامدي رضي الله عنه عن النبي صلى الله عليه وسلم قال: «اللهم بارك لأمتي في بُكُورها» وكان إذا بعَث سَرِيَّةً أو جيشًا بعَثَهم من أوَّل النهار، وكان صَخْر تاجرًا، وكان يبعث تِجارته أوَّل النهار، فأَثْرَى وكثُر مالُه.
5942,1,1,Sahih al-Bukhari,Revelation,5942,,عن ابن مسعود رضي الله عنه عن النبي صلى الله عليه وسلم قال: «ألا هل أُنَبِّئُكم ما العَضْهُ؟ هي النَّميمة القَالَةُ بين النّاس».
5946,1,1,Sahih al-Bukhari,Revelation,5946,,"عن بَجَالَةَ بن عَبَدة قال: كتب عمر بن الخطاب: «أن اقتُلُوا كلّ ساحر وساحرة». قال: فقتلنا ثلاث سواحر.
وعن ابن عمر رضي الله عنه : «أن حفصة سَحَرَتْها جاريتها فاعتَرَفَتْ بسِحْرها، فأمرت عبد الرحمن بن زيد فقتلها».
وعن أبي عثمان النهدي: «أنه كان عند الوليد رجل يلعب فذبح إنسانًا، وأبان رأسه؛ فعَجِبْنا، فأعاد رأسه، فجاء جُنْدُبٌ الْأَزْديّ فقتله»."
5949,1,1,Sahih al-Bukhari,Revelation,5949,,"عن أبي هريرة رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : ""تَعِسَ عَبْدُ الدينار، تَعِسَ عَبْدُ الدرهم، تَعِسَ عَبْدُ الخَمِيصَة، تعس عَبْدُ الخَمِيلَة، إن أُعْطِيَ رَضِيَ، وإن لم يُعْطَ سَخِطَ، تَعِسَ وانْتَكَسَ، وإذا شِيكَ فلا انتَقَشَ، طُوبَى لعبد آخذ بعِنَانِ فرسه في سبيل الله، أشعث رأسه، مُغْبَرَّةً قدماه، إن كان في الحِرَاسَةِ كان في الحِرَاسَةِ، وإن كان في السَّاقَةِ كان في السَّاقَةِ، إن استأذن لم يُؤْذَنْ له، وإن شَفَعَ لم يُشَفَّعْ""."
5951,1,1,Sahih al-Bukhari,Revelation,5951,,عن أبي موسى الأشعري رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : «ثلاثة لا يدخلون الجنة مُدْمِنُ خمر، وقاطع الرحم، ومُصَدِّق بالسِّحْر».
5954,1,1,Sahih al-Bukhari,Revelation,5954,,"عن ابن الدَّيْلَمِي قال: أتيتُ أُبَيَّ بن كعب فقلتُ: في نفْسي شيء من القدر، فحَدِّثْني بشيء لعل الله يُذْهِبَه مِن قلبي. فقال: «لو أنفقتَ مثل أُحُد ذَهَبًا ما قَبِلَه الله منك حتى تؤمن بالقدَر، وتعلمَ أنَّ ما أصابك لم يكن ليُخطِئك، وما أخْطأك لم يكن لِيُصِيبَك، ولو مُتَّ على غير هذا لكنتَ مِن أهل النار». 
قال: فأتيتُ عبد الله بن مسعود، وحذيفة بن اليمان، وزيد بن ثابت، فكلهم حدَّثني بمثل ذلك عن النبي صلى الله عليه وسلم ."
5979,1,1,Sahih al-Bukhari,Revelation,5979,,"عن عبادة بن الصامت رضي الله عنه قال: يا بُنَيَّ، إنك لن تجد طعم الإيمان حتى تعلم أن ما أصابك لم يكن ليخطئك، وما أخطأك لم يكن ليصيبك، سمعت رسول الله صلى الله عليه وسلم يقول: «إن أول ما خلق الله القلم، فقال له: اكتب. فقال: رب، وماذا أكتب؟ قال: اكتب مقادير كل شيء حتى تقوم الساعة». يا بني سمعت رسول الله صلى الله عليه وسلم يقول: «من مات على غير هذا فليس مني».
وفي رواية لأحمد: «إن أول ما خلق الله تعالى القلم، فقال له: اكتب، فجرى في تلك الساعة بما هو كائن إلى يوم القيامة». 
وفي رواية لابن وهب قال رسول الله صلى الله عليه وسلم : «فمن لم يؤمن بالقدر خيره وشره أحرقه الله بالنار»."
5999,1,1,Sahih al-Bukhari,Revelation,5999,,عن أنس رضي الله عنه قال: كنا إذا نَزَلْنا مَنْزِلًا، لا نُسَبِّحَ حتى نَحُلَّ الرِّحال.
6003,1,1,Sahih al-Bukhari,Revelation,6003,,"عن عبد الله بن عمر رضي الله عنهما أن رسول الله صلى الله عليه وسلم كان إذا استَوَى على بَعِيره خارجًا إلى سَفَر، كَبَّرَ ثلاثا، ثم قال: «سبحان الذي سخَّر لنا هذا وما كُنَّا له مُقْرِنِينَ وإنَّا إلى ربِّنا لـمُنْقَلِبُون، اللهم إنَّا نَسْأَلُك في سفرنا هذا البِرَّ والتَّقْوَى، ومن العمل ما تَرْضَى، اللهم هَوِّنْ علينا سفرنا هذا واطْوِ عنا بُعْدَه، اللهم أنت الصاحب في السفر، والخليفة في الأهل، اللهم إني أعوذ بك مِن وَعْثَاء السفر، وكآبة الـمَنْظر، وسوء الـمُنْقَلَب في المال والأهل والولد». وإذا رجع قالهن. وزاد فيهن «آيبون تائبون عابدون لِربنا حامدون». 
وفي رواية: كان النبي صلى الله عليه وسلم إذا قَفَل من الحج أو العمرة، كلما أَوْفَى على ثَنِيَّة أو فَدْفَدٍ كَبَّرَ ثلاثا، ثم قال: «لا إله إلا الله وحده لا شريك له، له الملك وله الحمد، وهو على كل شيء قدير، آيِبون، تائبون، عابدون، ساجدون، لربنا حامدون، صدَق الله وَعْدَه، ونصَر عَبْدَه، وهزَم الأحزابَ وحده». وفي لفظ: إذا قَفَل من الجيوش أو السَّرايا أو الحج أو العمرة."
6005,1,1,Sahih al-Bukhari,Revelation,6005,,عن جابر رضي الله عنه عن رسول الله صلى الله عليه وسلم : أنه أراد أن يغزو، فقال: «يا معشر المهاجرين والأنصار، إن من إخوانكم قومًا ليس لهم مال، ولا عشيرة، فلْيَضُمَّ أحدكم إليه الرَّجُلَيْنِ أو الثلاثة، فما لأحدنا مِن ظَهْر يَحْمِلُه إلا عُقْبَة كعُقْبَة». يعني: أحدهم، قال: فضَمَمْتُ إليَّ اثنين أو ثلاثة ما لي إلا عُقْبَة كعُقْبَة أحدهم من جَمَلي.
6007,1,1,Sahih al-Bukhari,Revelation,6007,,"قال إبراهيم: ""كانوا يَضْرِبُونَنا على الشَّهادة والعَهْد ونحن صِغار""."
6009,1,1,Sahih al-Bukhari,Revelation,6009,,عن عبدالله بن عباس رضي الله عنهما أنّ النبي صلى الله عليه وسلم دخلَ على أعرابيٍّ يَعُودُه، وكان إذا دَخَلَ على مَن يَعودُه، قال: «لا بأس؛ طَهُور إن شاء الله».
6010,1,1,Sahih al-Bukhari,Revelation,6010,,عن ابن مسعود رضي الله عنه قال: دخلتُ على النبيِّ صلى الله عليه وسلم وهو يُوعَكُ، فَمَسَسْتُهُ، فقلتُ: إنّكَ لَتُوعَكُ وَعَكًا شَدِيدًا، فقالَ: «أجَلْ، إنِّي أُوعَكُ كما يُوعَكُ رَجُلانِ منكُم».
6013,1,1,Sahih al-Bukhari,Revelation,6013,,عن أبي عطية، قال: دخلت أنا ومسروق على عائشة رضي الله عنها ، فقالَ لها مسروقٌ: رجلانِ من أصحابِ محمدٍ صلى الله عليه وسلم كِلاَهُمَا لا يَألُو عَنِ الخَيْرِ؛ أحَدُهُمَا يُعَجِّلُ المَغْرِبَ وَالإفْطَارَ، وَالآخر يؤخِّر المغرب وَالإفْطَارَ؟ فَقَالَتْ: مَنْ يُعَجِّلُ المَغْرِبَ وَالإفْطَار؟ قالَ: عبدُ اللهِ -يعني: ابن مسعود- فقالتْ: هَكذا كانَ رسولُ اللهِ يَصْنَعُ.
6015,1,1,Sahih al-Bukhari,Revelation,6015,,عن عائشة رضي الله عنها أنّ رسولَ اللهِ صلى الله عليه وسلم كانَ يقول في ركوعه وسجودِه: «سبُّوحٌ قُدُّوسٌ رَبُّ المَلاَئِكَةِ وَالرُّوحِ».
6020,1,1,Sahih al-Bukhari,Revelation,6020,,"عن فاطمة بنت قيس- رضي الله عنها- «أن أبا عمرو بن حفص طلقها البَتَّةَ، وهو غائب (وفي رواية: ""طلقها ثلاثا"")، فأرسل إليها وكيله بشعير، فسخطته. فقال: والله ما لك علينا من شيء. فجاءت رسول الله صلى الله عليه وسلم فذكرت ذلك له، فقال: ليس لك عليه نفقة (وفي لفظ: ""ولا سكنى"") فأمرها أن تَعْتَدَّ في بيت أم شريك؛ ثم قال: تلك امرأة يَغْشَاهَا أصحابي؛ اعتدي عند ابن أم مكتوم. فإنه رجل أعمى تضعين ثيابك، فإذا حَلَلْتِ فآذِنِيني. 
قالت: فلما حللت ذكرت له: أن معاوية بن أبي سفيان وأبا جهم خطباني. فقال رسول الله صلى الله عليه وسلم : أما أبو جهم: فلا يَضَعُ عصاه عن عاتقه. وأما معاوية: فصعلوك لا مال له. انكحي أسامة بن زيد. فكرهته ثم قال: انكحي أسامة بن زيد. فنكحته، فجعل الله فيه خيرا، واغْتَبَطْتُ به»."
6022,1,1,Sahih al-Bukhari,Revelation,6022,,عن أنس بن مالك رضي الله عنه أن رسول الله صلى الله عليه وسلم أعتق صفية، وجعل عِتْقَهَا صَدَاقَهَا.
6023,1,1,Sahih al-Bukhari,Revelation,6023,,عن عبدالله بن عمر رضي الله عنهما أن النبي صلى الله عليه وسلم عامل أهل خيبر بِشَطْرِ ما يخرج منها من ثَمَرٍ أو زرع.
6024,1,1,Sahih al-Bukhari,Revelation,6024,,عن عبد الله بن عمر رضي الله عنها : أن رجلا اتهم امرأته بالزنا، ونفى كون ولدها منه في زمن رسول الله صلى الله عليه وسلم فأمرهما رسول الله صلى الله عليه وسلم فتلاعنا، كما قال الله تعالى، ثم قضى بالولد للمرأة، وفرق بين المتلاعنين
6025,1,1,Sahih al-Bukhari,Revelation,6025,,"عن عبد الله بن عمر رضي الله عنهما مرفوعاً: «أن فلان بن فلان قال: يا رسول الله، أرأيت أن لو وجد أحدنا امرأته على فاحشة، كيف يصنع؟ إن تكلم تكلم بأمر عظيم، وإن سَكَتَ سَكَتَ على مثل ذلك. 
قال: فسكت النبي صلى الله عليه وسلم فلم يُجبه. 
فلما كان بعد ذلك أتاه فقال: إن الذي سألتك عنه قد ابتليت به. فأنزل الله عز وجل هؤلاء الآيات في سورة النور ?والذين يرمون أزواجهم...? فتلاهن عليه ووعظه وذكره. وأخبره أن عذاب الدنيا أهون من عذاب الآخرة. فقال: لا، والذي بعثك بالحق، ما كذبتُ عليها. ثم دعاها، فوعظها، وأخبرها: أن عذاب الدنيا أهون من عذاب الآخرة. فقالت: لا، والذي بعثك بالحق، إنه لكاذب. فبدأ بالرجل؛ فشهد أربع شهادات بالله: إنه لمن الصادقين، والخامسة: أن لعنة الله عليه إن كان من الكاذبين. ثم ثَنَّى بالمرأة. فشهدت أربع شهادات بالله: إنه لمن الكاذبين، والخامسة: أن غضب الله عليها إن كان من الصادقين. ثم فرق بينهما. 
ثم قال: إن الله يعلم أن أحدكما كاذب فهل منكما تائب؟ -ثلاثا-»، وفي لفظ «لا سبيل لك عليها. قال: يا رسول الله، مالي؟ قال: لا مال لك: إن كنت صدقت عليها فهو بما استحللت من فرجها، وإن كنت كذبت فهو أبعد لك منها»."
6027,1,1,Sahih al-Bukhari,Revelation,6027,,عن عائشة- رضي الله عنها- قالت: «دخل علي رسول الله صلى الله عليه وسلم وعندي رجل، فقال: يا عائشة، من هذا؟ قلت: أخي من الرضاعة، فقال: يا عائشة: انظرن من إخوانكن؟ فإنما الرضاعة من المجاعة».
6029,1,1,Sahih al-Bukhari,Revelation,6029,,عن أبي هريرة رضي الله عنه مرفوعاً: «إنما جُعِلَ الإمام ليِؤُتَمَّ به، فلا تختلفوا عليه، فإذا كبر فكبروا، وإذا ركع فاركعوا، وإذا قال: سمع الله لمن حمده، فقولوا: ربنا ولك الحمد. وإذا سجد فاسجدوا، وإذا صلى جالسا فصلوا جلوسا أجمعون».
6030,1,1,Sahih al-Bukhari,Revelation,6030,,"عن أم سلمة رضي الله عنها مرفوعاً: «جاءت امرأة إلى رسول الله صلى الله عليه وسلم فقالت: يا رسول الله، إن ابنتي توفي عنها زوجها، وقد اشتكت عينها أفَنَكْحُلُها؟ فقال رسول الله صلى الله عليه وسلم : لا -مرتين، أو ثلاثا-، ثم قال: إنما هي أربعة أشهر وعشر، وقد كانت إحداكن في الجاهلية ترمي بالبَعْرَةِ على رأس الحول». 
فقالت زينب: كانت المرأة إذا توفي عنها زوجها: دخلت حفشا، ولبست شر ثيابها، ولم تَمَسَّ طيبا ولا شيئا حتى تمر بها سنة، ثم تؤتى بدابة -حمار أو طير أو شاة- فتَفْتَضُّ به! فقلما تفتض بشيء إلا مات! ثم تخرج فتُعطى بعرة؛ فترمي بها، ثم تراجع بعد ما شاءت من طيب أو غيره»."
6031,1,1,Sahih al-Bukhari,Revelation,6031,,"عن عبد الله بن عمر رضي الله عنهما قال: «قد أصاب عمر أرضًا بخيبر. فأتى النبي صلى الله عليه وسلم يستأمره فيها. فقال: يا رسول الله، إني أصبت أرضًا بخيبر، لم أُصِبْ مالًا قَطُّ هو أنفس عندي منه، فما تأمرني به؟ فقال: إن شِئْتَ حَبَّسْتَ أصلها، وتصدقت بها. 
قال: فتصدق بها، غير أنه لا يُباع أصلها، ولا يوهب، ولا يورث. 
قال: فتصدق عمر في الفقراء، وفي القربى، وفي الرقاب، وفي سبيل الله، وابن السبيل، والضيف. لا جناح على من وليها أن يأكل منها بالمعروف، أو يطعم صديقًا، غير مُتَمَوِّلٍ فيه»، وفي لفظ: «غير مُتَأثِّلٍ»."
6032,1,1,Sahih al-Bukhari,Revelation,6032,,عن أنس بن مالك رضي الله عنه أن رسول الله صلى الله عليه وسلم رأى عبد الرحمن بن عوف، وعليه ردَعْ ُزَعفَرَان. فقال النبي صلى الله عليه وسلم : «مَهْيَمْ؟ فقال: يا رسول الله تزوجت امرأة، فقال: ما أصدقتها؟ قال: وَزْنُ نواة من ذهب قال: بارك الله لك، أَوْلِمْ ولو بشاة».
